price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
5781314,2238,5,4,4,yes,no,no,no,yes,1,no,unfurnished
10827267,10165,5,4,2,yes,no,no,no,yes,2,yes,unfurnished
7951329,5727,6,4,4,yes,no,no,no,yes,0,yes,unfurnished
4888589,4965,1,1,1,yes,no,no,no,yes,3,yes,semi-furnished
4708275,6686,1,1,4,no,no,no,no,yes,1,no,semi-furnished
9239058,10242,5,5,1,yes,no,no,no,yes,2,yes,unfurnished
5089184,4701,3,2,1,no,yes,yes,no,yes,2,no,semi-furnished
5914391,3780,6,2,3,yes,no,no,no,yes,3,no,furnished
7921923,8398,6,2,3,yes,no,no,no,yes,3,no,unfurnished
5866782,2588,4,3,1,yes,no,no,yes,yes,3,yes,semi-furnished
9453811,13070,6,1,1,yes,no,no,no,yes,1,no,furnished
8198406,3368,5,5,4,yes,yes,yes,no,yes,2,yes,semi-furnished
6329659,6789,2,5,4,yes,no,no,no,yes,1,no,semi-furnished
3815770,1436,5,2,1,yes,no,yes,no,no,1,no,semi-furnished
3855035,3828,1,3,3,no,no,no,no,yes,0,no,semi-furnished
6038451,2556,6,3,4,yes,yes,no,no,yes,3,no,semi-furnished
7325480,8570,6,2,4,yes,no,no,no,no,0,no,semi-furnished
9823825,14364,4,2,4,yes,no,no,no,yes,0,yes,semi-furnished
8095698,13050,2,1,3,yes,no,no,no,no,1,yes,semi-furnished
9358079,8480,6,3,1,yes,yes,yes,no,yes,1,yes,unfurnished
9467190,10496,4,5,4,yes,no,yes,no,no,2,no,semi-furnished
8416409,11576,4,2,3,yes,no,no,no,yes,0,yes,furnished
3083682,1182,2,1,3,no,no,yes,yes,yes,3,no,furnished
7898437,8190,5,5,3,yes,yes,no,no,yes,0,no,unfurnished
6951030,7687,5,3,3,no,yes,yes,yes,no,2,no,semi-furnished
4660101,6565,5,2,4,no,no,no,no,no,0,no,furnished
5633003,8241,3,2,1,yes,yes,no,no,no,0,no,unfurnished
6332102,8651,5,1,1,yes,no,no,no,yes,0,no,semi-furnished
6672904,6575,2,1,3,yes,yes,yes,no,no,2,yes,semi-furnished
4433062,2589,3,3,1,yes,no,yes,no,yes,0,no,semi-furnished
8700961,10779,5,2,4,yes,no,no,no,yes,1,no,unfurnished
7549492,9851,3,1,1,yes,yes,no,no,yes,0,no,semi-furnished
3297524,1159,2,2,1,yes,yes,no,no,no,1,no,furnished
9737764,13145,5,3,2,yes,no,no,yes,yes,0,no,semi-furnished
5490392,7555,1,2,1,no,no,yes,no,yes,1,no,semi-furnished
9450867,10203,6,5,1,yes,yes,yes,no,yes,0,yes,furnished
7957973,9244,2,2,3,yes,no,yes,yes,yes,3,no,furnished
11651353,14333,4,4,3,yes,no,yes,no,yes,1,yes,semi-furnished
11271583,14341,4,4,2,yes,yes,yes,no,yes,3,no,unfurnished
8005906,7846,2,3,4,yes,yes,yes,no,yes,1,no,unfurnished
4041600,3307,4,3,2,no,no,no,no,no,0,yes,unfurnished
3759246,2228,2,3,1,yes,no,yes,no,no,2,no,furnished
6843693,8226,1,5,1,no,yes,no,no,yes,0,yes,furnished
8157839,6590,2,5,4,yes,no,yes,no,no,2,yes,semi-furnished
7533886,7919,5,2,4,yes,yes,no,no,no,3,no,semi-furnished
6773656,6585,5,1,3,yes,no,yes,no,yes,2,no,semi-furnished
8394874,10227,3,4,1,yes,no,yes,no,yes,2,no,furnished
9824587,12894,4,4,1,yes,no,yes,no,no,2,no,semi-furnished
6838334,7046,6,4,1,no,no,no,no,yes,2,yes,unfurnished
10167772,13237,4,2,1,yes,no,no,no,yes,3,yes,semi-furnished
4171825,5945,2,2,1,yes,no,no,no,no,2,no,semi-furnished
7756189,8927,6,3,1,yes,yes,no,no,no,0,no,semi-furnished
8732968,13641,6,1,1,yes,no,no,no,yes,1,no,unfurnished
9782310,14386,4,3,1,yes,yes,yes,no,no,1,no,unfurnished
7778219,8016,6,2,3,no,no,no,no,yes,0,yes,semi-furnished
8545004,8758,6,5,2,yes,no,no,no,yes,3,no,unfurnished
10584006,14752,5,3,1,yes,no,no,no,yes,0,no,furnished
6133176,6086,1,2,3,yes,yes,yes,no,yes,0,no,semi-furnished
7021616,10456,2,2,1,yes,yes,no,no,no,2,no,furnished
8281846,8161,4,5,4,yes,no,no,no,no,2,no,furnished
6555442,2884,5,5,1,no,yes,no,no,yes,3,yes,unfurnished
5610466,2809,3,5,2,yes,yes,no,no,no,3,no,semi-furnished
6030200,4167,6,1,3,yes,no,no,no,yes,1,no,furnished
10802541,12989,6,2,4,yes,yes,no,no,yes,3,yes,unfurnished
9044360,11533,4,5,4,yes,no,no,no,no,0,no,furnished
5999201,7352,1,1,1,yes,no,no,no,yes,1,yes,semi-furnished
10427084,12606,1,4,2,yes,yes,yes,no,yes,1,yes,semi-furnished
9812841,14399,4,4,2,yes,no,no,no,yes,2,no,semi-furnished
9757985,10009,4,4,1,yes,no,yes,no,yes,2,yes,unfurnished
6998987,7056,5,2,1,yes,no,yes,no,yes,1,no,semi-furnished
4022229,3437,4,1,3,yes,no,no,no,no,2,no,unfurnished
6457593,7468,3,1,3,yes,no,yes,no,yes,2,no,semi-furnished
9772238,10080,5,4,1,yes,yes,yes,no,no,2,no,semi-furnished
7350998,6951,6,3,1,yes,yes,yes,yes,no,1,yes,semi-furnished
8343107,6276,6,4,4,yes,no,yes,no,yes,1,yes,furnished
8363306,9859,6,2,2,yes,no,yes,no,yes,1,no,furnished
8915020,8818,6,4,3,yes,no,yes,no,yes,0,no,semi-furnished
4723381,5728,2,4,1,yes,no,no,no,no,1,no,semi-furnished
5278918,3624,3,1,1,yes,no,no,no,yes,2,yes,semi-furnished
7462664,6738,5,4,3,no,no,no,yes,yes,1,no,furnished
6032480,5232,5,5,4,yes,no,yes,no,yes,0,no,furnished
6882912,6793,6,5,4,yes,no,no,no,no,2,no,semi-furnished
5354736,5523,1,3,1,yes,no,no,no,no,3,no,unfurnished
6393498,6571,5,2,2,yes,no,yes,no,no,1,no,semi-furnished
7697731,10010,3,2,2,yes,no,no,no,no,1,no,semi-furnished
8461055,11380,4,1,1,yes,no,no,no,yes,3,no,semi-furnished
7954646,10298,3,2,3,yes,no,no,no,no,2,yes,furnished
4297372,3224,6,3,2,no,no,no,no,no,1,yes,semi-furnished
8697313,9389,6,5,3,yes,no,no,no,yes,0,yes,semi-furnished
8701691,11863,2,1,3,yes,no,no,no,no,2,yes,unfurnished
7809389,7091,5,5,3,yes,no,no,no,no,1,no,unfurnished
10793189,12684,5,3,4,yes,yes,yes,no,yes,2,no,unfurnished
6794028,11640,5,1,2,no,no,no,no,no,1,no,unfurnished
10962770,9662,6,4,4,yes,yes,yes,no,yes,3,no,furnished
7389552,7361,5,2,2,yes,no,no,no,no,1,no,unfurnished
3970402,2948,1,3,1,yes,no,no,no,no,2,no,semi-furnished
9468664,14216,1,1,3,yes,no,yes,no,no,1,yes,semi-furnished
11089654,13091,4,5,2,yes,no,yes,no,yes,1,yes,furnished
7782060,11202,5,1,2,yes,no,yes,no,yes,2,no,unfurnished
9936225,12992,2,4,1,yes,no,yes,no,yes,1,no,unfurnished
8432198,8094,4,3,4,yes,no,no,no,yes,1,no,unfurnished
10766783,14193,6,1,2,yes,no,no,no,yes,2,no,unfurnished
6114607,7318,5,3,2,yes,no,no,no,no,3,no,semi-furnished
9392053,13310,1,3,4,yes,no,no,no,yes,0,no,unfurnished
5496381,4796,2,5,4,yes,no,yes,no,no,0,no,furnished
9213266,13180,4,2,2,no,yes,yes,no,yes,0,no,furnished
3768820,1234,2,4,4,yes,no,no,no,yes,0,yes,furnished
9077899,14412,5,1,1,yes,no,no,no,yes,0,yes,furnished
5241192,10120,3,2,1,no,no,no,no,no,0,no,semi-furnished
5144284,4607,2,5,3,yes,no,no,no,no,2,no,semi-furnished
6585751,9043,2,2,2,yes,yes,yes,no,yes,2,no,unfurnished
4836163,1522,6,3,1,yes,no,no,no,yes,2,yes,semi-furnished
5508018,6904,1,3,1,no,no,no,no,yes,1,yes,semi-furnished
9643063,12715,5,4,1,yes,no,yes,yes,no,3,no,unfurnished
8918117,13718,2,1,3,no,no,yes,no,no,3,yes,furnished
5393870,5888,5,1,4,no,no,yes,yes,no,0,no,unfurnished
8766797,10821,1,5,3,yes,no,yes,no,yes,0,yes,unfurnished
7302436,6832,6,4,3,yes,no,yes,no,no,2,no,unfurnished
10640205,13820,5,1,3,yes,yes,yes,no,yes,3,no,semi-furnished
7538785,8122,1,3,3,yes,no,yes,no,yes,1,yes,unfurnished
5823864,6842,1,4,2,yes,no,no,no,yes,1,yes,semi-furnished
10490758,14963,4,2,2,no,no,yes,yes,yes,2,no,semi-furnished
5078618,2316,6,4,1,yes,no,yes,yes,yes,0,no,unfurnished
9566543,12049,6,4,3,no,no,no,no,yes,3,yes,unfurnished
10580189,14200,5,1,3,yes,no,no,no,yes,1,yes,semi-furnished
5428747,2124,3,5,1,yes,yes,no,no,no,0,yes,furnished
7180149,6621,4,5,4,yes,yes,no,no,yes,3,no,unfurnished
6481005,6423,6,1,2,yes,no,yes,no,yes,1,yes,unfurnished
3454226,3587,1,1,3,no,no,no,yes,no,0,no,unfurnished
7866573,10215,6,1,4,yes,no,no,no,yes,1,no,furnished
6350784,6672,3,5,4,yes,no,no,no,no,0,yes,unfurnished
3297968,2378,2,1,3,yes,no,no,no,no,0,no,semi-furnished
4229643,4374,2,2,3,yes,yes,no,no,yes,0,no,unfurnished
5417387,2519,6,2,4,yes,no,no,no,no,3,no,semi-furnished
8407598,6777,6,3,2,yes,no,yes,no,yes,2,yes,semi-furnished
6188903,8935,4,2,2,yes,no,no,no,yes,0,no,furnished
6793298,7093,6,4,3,yes,yes,no,no,yes,0,no,semi-furnished
8291775,9418,3,3,3,yes,yes,yes,no,yes,1,yes,unfurnished
7270494,6355,6,2,1,no,no,no,no,yes,1,yes,unfurnished
6837920,5968,5,4,1,yes,no,yes,no,yes,3,no,unfurnished
7855066,10083,3,2,2,yes,yes,yes,no,yes,2,no,furnished
5794278,6574,4,4,1,yes,no,yes,yes,no,1,no,furnished
6623187,5072,5,1,4,yes,no,no,no,no,3,yes,semi-furnished
11186938,14324,5,4,4,yes,no,no,no,yes,3,no,furnished
3582577,3257,2,1,4,no,no,yes,no,no,3,no,semi-furnished
8112212,11980,3,4,4,no,yes,no,no,yes,0,no,semi-furnished
9184351,9588,5,4,3,yes,no,yes,no,yes,2,no,unfurnished
9336908,14411,4,2,4,yes,no,no,yes,no,2,no,unfurnished
7958073,11270,2,4,2,yes,no,no,no,no,2,no,unfurnished
7643488,13936,5,2,1,no,no,no,no,no,0,no,furnished
6355910,5424,3,4,2,yes,yes,no,no,no,0,no,unfurnished
5699442,4237,2,5,3,no,no,yes,yes,yes,1,yes,semi-furnished
8906939,14770,3,3,1,no,no,no,no,no,1,no,semi-furnished
4317010,4893,3,2,1,no,no,no,no,no,1,no,semi-furnished
8206767,14239,3,2,1,yes,no,yes,no,no,3,no,furnished
4559388,3005,2,1,4,yes,no,yes,no,yes,2,yes,semi-furnished
5831788,3016,5,5,3,yes,no,no,no,no,0,yes,furnished
7794038,12363,6,1,2,yes,no,no,no,yes,1,no,unfurnished
9320366,11860,1,5,4,yes,yes,no,no,yes,3,yes,unfurnished
9349983,11070,5,5,1,yes,yes,no,no,no,0,no,unfurnished
8848264,10388,2,4,2,yes,yes,no,no,no,3,yes,semi-furnished
4725127,2772,1,1,2,yes,yes,no,no,yes,3,yes,unfurnished
7974812,9353,1,3,2,yes,no,yes,no,yes,3,no,semi-furnished
5870243,4976,1,5,3,yes,no,no,no,no,2,no,furnished
7075416,2751,6,5,4,yes,yes,no,no,yes,0,no,unfurnished
7804312,9967,4,2,3,yes,no,no,no,no,0,yes,furnished
5887889,8430,2,4,1,no,yes,yes,no,no,3,no,furnished
7146607,8170,6,3,1,yes,no,no,no,yes,2,no,furnished
11656020,14339,6,5,2,yes,no,no,no,yes,3,yes,semi-furnished
7273492,7469,4,2,2,yes,yes,no,no,yes,1,no,unfurnished
6406306,10131,1,1,2,no,yes,yes,no,yes,0,yes,unfurnished
5637221,4220,4,5,3,no,yes,no,yes,no,0,no,unfurnished
4924223,1539,4,2,4,yes,no,yes,no,no,2,yes,semi-furnished
9797863,14109,6,1,3,yes,no,no,yes,yes,0,no,furnished
5336699,2461,2,4,1,yes,no,no,no,yes,0,no,furnished
5136295,6184,3,1,2,yes,yes,no,no,yes,0,no,furnished
8768722,9547,4,5,2,yes,no,no,no,yes,2,no,semi-furnished
8859637,12796,4,3,3,no,no,no,yes,yes,3,no,unfurnished
7915928,12515,1,1,1,yes,no,no,no,no,0,yes,furnished
2835654,1234,1,3,4,yes,yes,no,no,no,3,no,furnished
5874584,2548,6,3,2,yes,yes,yes,no,yes,2,no,furnished
6999906,8480,1,1,2,yes,no,yes,no,yes,3,yes,unfurnished
9587361,11288,5,4,1,yes,no,yes,yes,yes,1,no,unfurnished
5622328,5213,4,1,2,yes,yes,yes,no,yes,0,no,unfurnished
8089369,11293,1,2,4,no,no,yes,no,yes,2,no,unfurnished
3951183,2673,2,3,3,yes,yes,no,no,no,2,yes,semi-furnished
7725829,7708,5,5,1,no,yes,no,no,yes,3,no,furnished
9250301,14355,6,3,2,no,no,no,yes,no,0,no,semi-furnished
8436191,8982,3,5,2,yes,yes,yes,no,no,2,no,unfurnished
5752094,3100,4,2,4,yes,yes,no,yes,no,1,no,unfurnished
8415366,12849,4,2,3,no,no,no,no,no,3,no,unfurnished
9988452,13845,2,2,4,yes,no,no,no,yes,1,yes,semi-furnished
8468068,12788,3,1,3,yes,yes,no,no,yes,1,no,furnished
5738509,4748,3,3,4,yes,no,yes,no,yes,3,no,furnished
5852345,4173,6,5,3,no,no,no,yes,no,1,no,semi-furnished
6168626,2815,6,2,2,yes,no,no,no,yes,3,yes,furnished
4848243,4841,5,2,2,no,no,no,no,yes,3,no,unfurnished
8253011,11197,4,5,2,no,no,yes,no,no,2,no,unfurnished
7129120,9016,1,3,1,yes,yes,yes,no,yes,2,no,furnished
7506235,8011,6,3,3,yes,no,no,no,no,1,no,semi-furnished
7079418,5493,2,5,1,yes,yes,no,no,yes,1,yes,semi-furnished
3715413,1674,2,4,3,yes,no,no,no,yes,1,no,unfurnished
6788235,9088,2,3,2,yes,yes,yes,no,no,1,no,semi-furnished
8863387,9578,6,5,1,yes,no,no,no,yes,1,no,furnished
4778987,3158,6,5,1,no,no,no,no,yes,2,no,semi-furnished
4685702,3661,2,2,4,yes,no,yes,no,no,1,no,semi-furnished
5524229,3064,6,5,3,no,no,no,no,no,1,yes,semi-furnished
10119331,13043,1,1,4,yes,no,no,yes,yes,0,no,furnished
3829163,4253,1,2,1,no,no,no,no,no,3,yes,unfurnished
6229686,5979,5,2,1,yes,no,no,no,yes,3,no,semi-furnished
7453162,8703,4,3,2,no,no,yes,no,no,2,yes,unfurnished
11409531,13828,1,4,4,yes,no,yes,no,yes,3,yes,furnished
10548226,13458,5,3,4,yes,yes,no,no,no,1,no,semi-furnished
9356874,9931,3,1,4,yes,yes,yes,no,yes,3,yes,semi-furnished
5830390,2401,4,2,3,yes,no,yes,no,yes,2,yes,furnished
3539520,4259,1,2,1,yes,no,no,no,yes,3,no,unfurnished
9119357,11469,3,5,4,no,no,no,no,yes,3,no,unfurnished
9619446,13096,5,4,2,yes,no,no,no,no,0,no,unfurnished
4921073,4923,1,4,1,yes,no,yes,no,yes,0,no,furnished
6855237,5214,1,5,2,yes,no,yes,no,yes,1,yes,semi-furnished
5943517,4227,6,1,1,no,yes,yes,no,yes,3,no,unfurnished
9216945,12023,3,4,2,yes,no,no,yes,yes,1,no,furnished
8554159,12950,1,2,4,yes,no,no,no,no,3,no,unfurnished
9040953,11704,2,1,4,yes,no,yes,no,yes,1,no,semi-furnished
8889190,11343,6,3,2,no,yes,no,no,no,1,no,unfurnished
10057332,12867,6,3,3,yes,no,no,no,yes,3,yes,semi-furnished
4035872,3745,1,1,2,yes,no,no,no,yes,0,no,semi-furnished
8497811,7091,6,2,1,yes,no,yes,no,yes,2,yes,unfurnished
5437918,4866,4,3,2,yes,no,no,no,yes,1,no,unfurnished
8815795,12956,3,2,2,yes,yes,no,no,no,2,no,unfurnished
11519949,14993,4,5,1,yes,no,yes,no,yes,3,no,unfurnished
7687571,6818,5,4,4,yes,no,no,no,no,1,yes,semi-furnished
5593653,3222,4,1,1,yes,yes,no,yes,yes,3,yes,furnished
6298244,3792,2,4,2,yes,yes,yes,no,no,1,no,semi-furnished
8645945,10889,6,5,1,yes,no,no,no,no,0,no,unfurnished
11016319,14732,6,3,2,yes,no,yes,no,yes,1,no,unfurnished
9203881,12654,2,2,4,yes,no,no,no,yes,1,yes,semi-furnished
7121987,5063,6,2,2,yes,no,yes,no,yes,1,yes,semi-furnished
5077437,2524,4,5,2,yes,no,no,no,yes,3,no,furnished
10742539,13952,5,1,4,yes,yes,no,no,no,0,yes,semi-furnished
5700148,9224,1,4,1,yes,no,no,no,no,3,no,semi-furnished
6643878,7198,2,3,3,yes,no,no,no,yes,2,no,unfurnished
5928043,5025,4,1,3,yes,no,yes,no,yes,0,no,semi-furnished
5262255,3566,4,5,2,yes,no,yes,no,no,1,no,furnished
5001515,3803,4,5,2,no,no,yes,no,yes,1,no,semi-furnished
8432031,13088,1,2,4,no,no,no,no,yes,1,no,unfurnished
6570031,4709,3,3,1,yes,no,yes,no,no,2,yes,semi-furnished
5969241,7155,6,1,3,yes,no,yes,no,yes,2,no,semi-furnished
11280620,14839,6,2,3,yes,no,no,no,no,1,yes,unfurnished
6100852,1719,5,3,4,yes,no,no,no,yes,1,yes,unfurnished
6856212,7516,3,4,4,no,yes,no,no,no,2,yes,unfurnished
7626623,5579,6,4,3,yes,no,no,no,no,3,no,furnished
4645254,1972,5,2,1,yes,no,no,no,yes,0,yes,unfurnished
4585047,4718,5,1,1,yes,no,yes,no,yes,0,no,unfurnished
6427415,8395,4,3,1,no,no,no,no,no,2,no,furnished
6408834,5402,2,4,2,yes,no,no,no,yes,2,yes,unfurnished
6363308,5552,4,4,1,yes,yes,no,no,yes,3,no,unfurnished
4739542,3207,1,1,2,yes,no,yes,no,no,1,yes,semi-furnished
6403945,5426,6,2,2,yes,no,no,no,no,2,yes,furnished
9521276,7919,5,5,4,yes,yes,yes,no,yes,3,no,furnished
9404037,13512,2,3,2,yes,yes,no,no,no,2,yes,furnished
9685239,12222,6,4,2,yes,no,no,no,no,1,yes,furnished
9533388,12767,5,5,4,yes,no,no,no,no,2,no,unfurnished
10538240,14767,5,1,1,yes,no,no,yes,yes,1,no,semi-furnished
8634410,12308,4,2,1,yes,no,no,no,no,3,no,furnished
7977842,12477,2,3,3,no,yes,yes,no,no,0,no,unfurnished
10133069,14370,2,1,3,yes,yes,yes,no,yes,3,no,furnished
9045609,9835,6,2,2,yes,yes,no,no,yes,0,no,semi-furnished
10456198,13903,5,1,3,yes,no,yes,yes,no,3,yes,unfurnished
8442970,9386,2,4,4,yes,no,no,no,yes,0,yes,unfurnished
9177640,13188,2,4,3,yes,no,no,no,yes,3,no,unfurnished
9500719,9680,6,5,3,yes,yes,no,no,yes,1,no,unfurnished
4087127,3204,4,1,2,yes,yes,yes,no,yes,0,no,furnished
8484150,11849,3,4,4,yes,no,no,no,no,0,no,semi-furnished
5358295,6345,1,2,3,yes,no,yes,no,yes,1,no,semi-furnished
6021776,4276,3,5,1,yes,no,no,no,yes,1,no,unfurnished
3714246,2102,2,3,4,yes,no,no,no,yes,0,no,semi-furnished
6225084,6243,5,1,4,yes,no,yes,no,yes,0,no,furnished
6977943,7614,1,4,2,yes,no,yes,no,no,0,yes,unfurnished
6705998,10433,1,2,4,yes,no,no,no,no,2,no,unfurnished
9090215,9707,5,1,4,yes,yes,yes,no,yes,3,no,furnished
9888343,14913,1,2,4,yes,yes,no,no,no,1,yes,furnished
7348626,6223,5,5,4,yes,no,no,no,yes,1,no,unfurnished
7468180,9584,1,4,4,yes,no,no,yes,no,3,yes,semi-furnished
6949695,1630,6,4,4,yes,yes,no,no,yes,1,yes,furnished
9858362,12908,6,5,4,no,yes,no,no,no,1,no,semi-furnished
8045213,11039,3,2,1,yes,yes,yes,no,no,0,no,semi-furnished
8970797,11847,1,1,4,yes,yes,no,no,yes,1,yes,semi-furnished
8600790,10171,4,2,2,yes,no,yes,no,yes,2,no,furnished
8974893,13721,5,1,1,no,no,yes,no,yes,2,no,unfurnished
8631395,12594,1,5,4,yes,no,yes,no,no,0,no,semi-furnished
11264899,13063,6,3,3,yes,yes,no,no,yes,0,yes,semi-furnished
5729962,7683,6,1,2,no,no,no,no,no,1,no,semi-furnished
4928573,1277,5,4,1,yes,no,yes,no,yes,0,yes,furnished
4482056,1232,4,4,2,yes,no,no,no,yes,0,yes,unfurnished
7579122,10744,1,4,1,no,yes,no,no,yes,3,no,furnished
5184061,6690,1,2,3,yes,no,no,no,yes,0,no,semi-furnished
9413736,14401,4,2,2,no,no,no,no,no,2,yes,semi-furnished
6592281,8659,4,2,2,yes,no,no,no,yes,1,no,furnished
8623964,12462,4,4,1,no,no,no,no,no,0,yes,semi-furnished
9308754,11601,6,1,1,yes,no,no,no,yes,3,no,furnished
10088596,12704,5,4,3,yes,yes,no,no,no,1,yes,unfurnished
4914044,1025,4,1,4,no,yes,yes,yes,yes,1,yes,semi-furnished
11913089,14705,5,2,1,yes,yes,no,no,yes,1,yes,furnished
7453364,8468,3,3,1,yes,yes,no,no,yes,3,yes,semi-furnished
5821880,7410,1,2,1,yes,yes,yes,no,no,2,no,furnished
7881709,9652,1,5,3,yes,no,yes,no,no,3,no,furnished
4934167,4764,2,1,4,no,no,yes,no,yes,3,no,furnished
5920995,7599,3,3,4,yes,no,no,no,no,1,no,furnished
9814934,12623,4,2,3,yes,yes,no,no,yes,3,no,unfurnished
10288254,14379,4,3,4,yes,yes,yes,no,no,1,no,semi-furnished
6826258,6102,6,4,2,no,no,no,no,no,0,yes,semi-furnished
7928493,8006,3,1,3,yes,no,no,yes,yes,0,yes,unfurnished
6542010,4483,4,5,1,yes,yes,no,no,yes,3,no,furnished
5696371,2994,2,4,4,no,yes,no,no,yes,2,no,furnished
8345626,9682,5,3,2,yes,yes,yes,no,yes,1,no,semi-furnished
3401424,2072,1,2,3,yes,no,no,no,no,3,no,semi-furnished
6392419,7707,3,1,3,yes,no,no,no,no,3,no,unfurnished
7951257,12365,1,5,1,yes,yes,no,no,no,2,no,semi-furnished
2721679,1215,5,2,1,yes,no,no,no,no,1,no,semi-furnished
8047603,8605,3,5,3,yes,no,no,no,no,3,yes,semi-furnished
8170854,10915,5,1,2,yes,yes,yes,no,no,2,yes,furnished
9174236,10784,4,3,1,yes,no,no,no,yes,1,yes,semi-furnished
6340292,3606,4,5,3,yes,yes,no,no,yes,0,yes,semi-furnished
8049569,9350,4,1,3,yes,no,yes,no,yes,2,no,unfurnished
7236772,5781,5,5,1,yes,no,no,no,yes,3,no,semi-furnished
6277369,4313,5,2,4,yes,no,no,no,yes,0,yes,semi-furnished
9286757,12033,5,5,2,yes,yes,yes,no,no,1,no,semi-furnished
6640709,10968,1,2,4,yes,no,no,no,no,2,no,furnished
7876747,11244,5,2,4,no,no,no,no,no,0,no,unfurnished
6184985,8763,4,1,2,yes,no,no,no,no,0,yes,furnished
6412813,6939,2,4,2,yes,no,yes,no,yes,3,no,furnished
6049142,3295,5,5,1,yes,no,yes,no,yes,0,yes,furnished
4761499,6685,2,3,1,yes,no,no,no,no,3,no,furnished
4309421,2696,4,2,1,no,no,yes,no,yes,1,no,furnished
10578767,12185,5,4,2,yes,yes,yes,no,no,3,yes,unfurnished
10023890,11661,1,2,4,yes,yes,yes,no,yes,2,yes,furnished
4448349,2946,1,4,2,yes,no,no,no,no,0,no,semi-furnished
9476753,13001,2,4,1,yes,yes,yes,no,yes,1,yes,furnished
5468987,3783,6,3,4,yes,no,no,no,no,3,yes,unfurnished
4716165,4644,1,4,1,yes,no,yes,no,no,3,no,furnished
6640687,6241,1,3,4,yes,no,no,no,yes,3,yes,semi-furnished
4411048,7420,1,1,1,yes,no,no,no,yes,1,no,semi-furnished
10380727,14869,4,2,2,yes,no,yes,no,yes,1,no,furnished
7960869,11692,1,3,3,yes,no,no,no,yes,2,no,semi-furnished
8462622,8557,3,2,3,yes,yes,yes,no,yes,1,no,unfurnished
10932739,12837,5,5,4,yes,no,no,no,yes,3,yes,semi-furnished
2402258,3645,1,1,2,yes,no,no,no,no,1,no,unfurnished
7527938,7589,6,5,1,no,no,yes,yes,yes,3,yes,furnished
7980118,7353,6,5,4,yes,no,no,yes,no,2,yes,furnished
9387374,11541,1,4,4,yes,yes,no,no,yes,2,no,semi-furnished
4391043,2932,1,4,1,yes,no,no,yes,yes,3,no,unfurnished
9388065,12486,3,5,1,yes,no,yes,no,yes,1,no,furnished
3766233,2757,1,4,1,yes,no,no,no,no,1,yes,semi-furnished
5028708,6085,1,2,2,yes,no,no,yes,yes,0,no,semi-furnished
7328028,6637,5,4,3,yes,yes,no,no,yes,2,no,unfurnished
7435505,2116,6,5,4,yes,yes,yes,no,yes,2,no,unfurnished
8570756,11759,3,4,4,yes,no,yes,no,no,3,no,unfurnished
9784510,12691,6,4,3,no,yes,no,no,no,0,no,unfurnished
4771705,1492,3,3,4,yes,yes,yes,no,yes,1,no,furnished
10746954,12498,6,3,2,yes,no,no,no,yes,3,no,semi-furnished
6829055,9811,1,5,1,yes,no,no,no,yes,1,no,unfurnished
8977617,12424,6,2,3,yes,no,no,no,no,1,no,unfurnished
7054131,8888,6,1,2,yes,no,no,no,no,1,yes,furnished
8705403,13015,3,1,1,yes,no,no,no,yes,0,yes,semi-furnished
7541151,7474,2,5,3,yes,no,no,no,yes,2,no,semi-furnished
9109078,11572,3,2,2,yes,no,yes,no,yes,2,yes,semi-furnished
8728404,10738,3,2,3,yes,no,yes,no,no,1,yes,furnished
4640661,5958,3,2,3,no,no,no,yes,no,0,yes,unfurnished
12135952,14979,4,3,2,yes,yes,yes,no,no,1,yes,semi-furnished
10409500,12755,4,5,4,yes,no,yes,no,yes,1,no,furnished
8463632,10797,4,1,2,yes,yes,yes,no,no,3,yes,semi-furnished
9198266,12944,3,2,3,yes,yes,no,no,yes,0,yes,unfurnished
9324253,13867,2,5,3,yes,yes,no,no,no,0,no,semi-furnished
6005091,11082,3,1,2,no,no,no,no,no,2,no,furnished
6466987,10467,1,3,1,yes,no,no,no,no,2,no,semi-furnished
5298390,3743,2,4,1,yes,yes,no,no,yes,1,no,furnished
6977489,8866,4,1,1,yes,no,no,no,no,3,yes,furnished
9827163,11685,6,1,1,yes,yes,no,no,no,3,yes,semi-furnished
8078534,8160,6,1,2,yes,no,no,no,yes,3,no,furnished
7216602,6451,5,4,4,yes,yes,no,no,no,1,yes,semi-furnished
4945652,6258,2,2,1,yes,no,yes,no,no,2,no,semi-furnished
7345439,9548,4,4,3,yes,no,no,no,yes,0,no,semi-furnished
9676594,14912,2,1,1,yes,yes,no,no,yes,1,no,furnished
7173770,8186,2,3,4,yes,no,no,no,yes,3,no,semi-furnished
7875019,7102,6,1,2,yes,no,no,no,yes,3,no,unfurnished
9122228,10061,3,3,4,yes,yes,yes,no,yes,1,no,unfurnished
8197835,10077,1,5,4,yes,yes,no,no,no,3,no,unfurnished
10072047,11193,5,3,4,yes,no,yes,no,no,0,yes,semi-furnished
10034231,14701,4,1,1,no,no,yes,no,yes,1,no,semi-furnished
6839291,10475,2,4,1,no,no,no,no,yes,0,no,furnished
5058046,1619,5,1,4,yes,yes,yes,no,yes,2,no,unfurnished
3345274,1882,2,1,2,yes,yes,no,no,no,3,no,semi-furnished
9276719,9988,6,5,1,yes,yes,yes,no,yes,3,no,semi-furnished
